Date,Open,High,Low,Close,Volume
2007-01-30,52.1347,52.1347,49.0619,50.0516,8951743
2007-01-31,50.0516,53.0208,48.7791,52.7663,13674531
2007-02-01,53.2564,54.7080,52.3138,54.6609,6972922
2007-02-02,53.7277,55.3867,53.4072,54.6515,5822252
2007-02-05,54.1896,55.3018,53.7466,55.0568,4056568
2007-02-06,54.3310,55.3301,54.0293,54.9625,3870241
2007-02-07,55.0473,55.0756,54.3970,54.7457,3741555
2007-02-08,54.6703,56.1031,54.3121,55.9051,5320107
2007-02-09,55.9522,56.4141,53.8503,54.8023,3438606
2007-02-12,55.0945,56.0371,54.8965,55.4998,2838874
2007-02-13,55.5186,56.3858,55.5186,55.7731,2720912
2007-02-14,54.2933,54.8400,54.1896,54.4724,8481501
2007-02-15,54.3027,54.7269,54.0576,54.1048,3564879
2007-02-16,54.4064,54.5572,52.9171,53.4449,5177212
2007-02-20,53.6900,54.1330,52.3327,53.1433,4782306
2007-02-21,53.1339,53.3884,52.3421,52.5306,2955764
2007-02-22,52.5118,52.5118,51.0225,51.4844,4253083
2007-02-23,51.4844,51.8425,50.5983,51.1356,3350670
2007-02-26,51.2581,51.6257,50.2119,50.2778,3250134
2007-02-27,49.9856,50.3438,47.7140,48.8168,6602681
2007-02-28,48.7885,49.5332,47.6951,49.2881,3645308
2007-03-01,48.0722,49.5520,47.5255,49.0902,6560322
2007-03-02,48.9205,50.0422,47.7140,47.7423,4558177
2007-03-05,47.6197,48.4681,46.9788,47.2144,3280965
2007-03-06,47.4595,48.1570,47.1956,47.3464,4296247
2007-03-07,47.2050,47.4878,46.2058,46.5169,6105630
2007-03-08,47.0165,48.0062,46.2907,46.4792,6542627
2007-03-09,46.8939,47.0353,45.8854,46.1210,3984718
2007-03-12,46.3755,48.0722,46.3189,46.6112,4448525
2007-03-13,46.2435,46.3567,44.2830,44.7165,5339678
2007-03-14,45.0087,45.0653,41.4835,43.1518,12521716
2007-03-15,43.3121,44.2547,43.2084,43.8682,6841019
2007-03-16,43.5572,44.2830,43.2272,43.7268,3158713
2007-03-19,43.6420,45.2632,43.6420,45.1124,4929491
2007-03-20,45.1313,46.5640,45.1030,45.7440,5025469
2007-03-21,46.1870,46.8751,45.3669,46.5734,5568097
2007-03-22,47.5726,47.5726,45.0087,45.1501,4495710
2007-03-23,45.1501,45.5649,44.5563,44.8485,3180161
2007-03-26,44.3018,44.8485,43.7268,44.0379,4903217
2007-03-27,44.1793,44.1793,43.2178,44.0285,3749062
2007-03-28,43.3969,43.9248,42.6805,43.7457,3658177
2007-03-29,43.9719,44.2924,42.0584,42.9162,5051475
2007-03-30,43.4252,43.8305,42.0019,42.8691,4010724
2007-04-02,42.6617,42.8691,41.4080,42.4638,5595442
2007-04-03,43.6608,45.2538,43.6326,45.1219,8294370
2007-04-04,45.3387,45.5272,43.5854,43.8211,7070509
2007-04-05,43.7362,44.5657,43.3875,44.3489,3496247
2007-04-09,43.6420,45.2161,43.3215,45.0653,6217426
2007-04-10,44.4432,44.5752,43.1236,43.2084,5970777
2007-04-11,43.1236,43.1801,42.1810,42.4260,7133512
2007-04-12,42.3224,42.4355,41.4080,41.5871,6591957
2007-04-13,41.5871,42.6334,41.4835,42.6334,3880429
2007-04-16,42.8691,43.4063,42.6994,42.7371,3018499
2007-04-17,42.7182,43.7928,42.4166,43.3121,4126273
2007-04-18,43.0764,44.8956,43.0387,44.2830,6345308
2007-04-19,44.2547,44.2830,42.5580,42.8125,6238338
2007-04-20,42.9916,43.2744,42.0584,42.7088,8330027
2007-04-23,42.8879,43.0293,40.5691,40.7294,9115282
2007-04-24,40.9085,41.3138,39.3155,40.3146,10806166
2007-04-25,40.0130,40.7200,38.9290,40.2015,8269437
2007-04-26,41.5683,41.7662,36.9402,37.0721,17766220
